https://twitter.com/aimanjkhan,she/her |human rights | politics | poetry,"Hi @aimanjkhan, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/chicchan,It's not about red or blue.It's about us and them.It's You and Me v The Global Mafia Quit whining and start fighting back!,"Hi @chicchan, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/MoreyASmith3,Calling for A Public Inquiry into The Murder of Yukon T. First Nation Elder Elijah Smith by The Brian Mulroney Gov’t over The signing of NAFTA !,"Hi @MoreyASmith3, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/solydeonn,"am a gospel singer, songwriter and vocal coach, I am a graduate of computer science, I am a very creative empath and HSP, an infj personality type and Christian","Hi @solydeonn, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/rijalanupraj,Software Developer ,"Hi @rijalanupraj, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/tentaclequing,SEO @ DeepL by day ★ Quing by night ★ THE BUG MAGNET OF DEATH#techseo #qa #language #enby #taijijian ★ pronouns: they/kaos ★ ʎ|y ★ formal address: Xire,"Hi @tentaclequing, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/TheDarrinTracy,Crypto Twitter (CT): @OGCryptoDT | #Bitcoin| formerly @chitowndt,"Hi @TheDarrinTracy, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/gema_naranyala,"Endless Adventures in Linux && Web Dev.breakdown, prioritize, organize, single thread || brainstorm, connect the dot, abstract, multi thread","Hi @gema_naranyala, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/justakashdas,Teaching you to design better digital products | Product Designer | Building: @designrstack | Available for freelance projects.,"Hi @justakashdas, I noticed you have an interest in design, and thought I would reach out."
https://twitter.com/BullStern,"Founder @ http://thespoke.co. Prev: @levelset, @venture4america fellow.","Hi @BullStern, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/cryptobyte07,OSCP | Penetration Tester | CTF Player,"Hi @cryptobyte07, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/onowotnow,Vote tactically     #ProgressiveAlliance #ProportionalRepresentation,"Hi @onowotnow, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/madhubala98,PhD @ IISc | IISER Bhopal | Science Enthusiast | Biologist |,"Hi @madhubala98, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/MxMarmite,Carer | Disabled | Gay | Non-binary | They/Them | £KaiMooreAusten on Cashapp | https://en.pronouns.page/@MxMarmite,"Hi @MxMarmite, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/SLL1065,"GenXer, Music Buff, Reader, Geek, Metalhead, Foodie, Vegasophile. Serving up curated tasty pop culture treats, snacks of geeky goodness, and zeitgeisty things.","Hi @SLL1065, I noticed you have an interest in reading, and thought I would reach out."
https://twitter.com/seywarddarby,Editor in Chief: @atavist | Author: SISTERS IN HATE (@littlebrown) | Curator: @longreads | Contact: seyward@atavist.com | May I please pet your dog? | She/Her,"Hi @seywarddarby, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/charliejpalmer,Social liberal/economic pragmatist. Never be a spectator of unfairness or stupidity - the grave will supply plenty of time for silence. Views expressed my own.,"Hi @charliejpalmer, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/logical_25,"Registered Pharmacist under the Pharmacy Act, 1948 - @President_PCI | Alma Mater @integralunilko & @hygia","Hi @logical_25, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/sumit_pattnaik,Interested in anything that moves and that doesn't too,"Hi @sumit_pattnaik, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/Okie_Chase,I solemnly swear that I am up to no good.,"Hi @Okie_Chase, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/BigLegSmallPant,य एष सुप्तेषु जागर्तिLinkedIn: http://linkedin.com/in/pawangothe25Instagram: http://instagram.com/babayaga_xxv/Insta Page: http://instagram.com/pawhanclicks/,"Hi @BigLegSmallPant, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/Lieefje,@katalysis_io redefining the value of online content. Currently working on @featherfeed a privacy friendly content recommender!,"Hi @Lieefje, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/kobe2x_iydk,what’s life if you can’t live it how you want to,"Hi @kobe2x_iydk, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/exposedFaggotCu,https://facebook.com/martin.keerssemeeckerss…     https://facebook.com/scarlet.sreek https://facebook.com/martin.keerrssemeecker…https://photos.app.,"Hi @exposedFaggotCu, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/adrenalynne,City mouse. Indoor cat.,"Hi @adrenalynne, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/tiffany_corr,Capturing life as it is.                       Work @ SF Bay Goodwill Industries.,"Hi @tiffany_corr, I noticed you have an interest in capturing life as it is, and thought I would reach out."
https://twitter.com/coopyancey,Computer Engineer @UAHuntsville,"Hi @coopyancey, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/NomsMobility,Manage all transportation in one place. Growing urban areas demand connected solutions and reduced emissions #MaaSpart of the movmi partner network ,"Hi @NomsMobility, I noticed you have an interest in connected solutions, and thought I would reach out."
https://twitter.com/iejaz238,news and movies,"Hi @iejaz238, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/MianHanifkhan,"Physicist , Patriotic andPassionate to serve Humanity.","Hi @MianHanifkhan, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/cafestifflered,Product Manager @gamersafer working on http://FindMCServer.com TEDx Speaker | tim@stifflered.com,"Hi @cafestifflered, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/MiguelAkeUs,"Web Developer Full Stack,#DevOps #Docker #Kubernetes #Frontend #Backend ","Hi @MiguelAkeUs, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/L2newlife,"I'm finding a new me.. Looking for new friends to talk,see, just have fun. BISEXUALOrally talented with a guy Im a bottom, enjoy getting FUCKED & love suckin.","Hi @L2newlife, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/ThangDi96316072,Facebook hand made,"Hi @ThangDi96316072, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/BonnieShaljean,"Loves books, history, nature, early & traditional music, especially harp. Likes don't necessarily mean I actually like it.  You should see my bookmarks.","Hi @BonnieShaljean, I noticed you have an interest in reading, and thought I would reach out."
https://twitter.com/sbasu64,reluctant physician.domestic animal.armchair globetrotter.horribly disorganized.bollywood music aficionado.self made tech geek.,"Hi @sbasu64, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/tjbadru,"God's WIP, Loves his girls + LFC + tech + humor. Founding Member, Sporting Lagos FC ","Hi @tjbadru, I noticed you have an interest in writing, and thought I would reach out."
https://twitter.com/TomCybertom,Philosph[e](r),"Hi @TomCybertom, I noticed you have an interest in writing, and thought I would reach out."
